evidence_id,alert_id,case_id,analyst_id,timestamp,evidence_type,source,reference,relevance
EVD-001542,ALT-001763,CASE-001763,ANL-3008,2026-01-12T22:01:00Z,AUTHENTICATION_LOG,Elastic Security,REF-43880,Supports investigation finding
EVD-001543,ALT-001765,CASE-001765,ANL-3005,2026-01-12T20:46:00Z,ENDPOINT_LOG,Splunk ES,REF-90968,Supports investigation finding
EVD-001544,ALT-001766,CASE-001766,ANL-3006,2026-01-12T09:56:00Z,THREAT_INTELLIGENCE,IBM QRadar,REF-63344,Supports investigation finding
EVD-001545,ALT-001767,CASE-001767,ANL-3007,2026-01-12T06:10:00Z,CASE_NOTE,Splunk ES,REF-96156,Supports investigation finding
EVD-001546,ALT-001768,CASE-001768,ANL-3008,2026-01-12T20:45:00Z,NETWORK_LOG,IBM QRadar,REF-14348,Supports investigation finding
EVD-001547,ALT-001769,CASE-001769,ANL-3008,2026-01-12T17:56:00Z,CASE_NOTE,IBM QRadar,REF-96363,Supports investigation finding
EVD-001548,ALT-001770,CASE-001770,ANL-3007,2026-01-12T20:23:00Z,ENDPOINT_LOG,IBM QRadar,REF-83870,Supports investigation finding
EVD-001549,ALT-001771,CASE-001771,ANL-3001,2026-01-12T22:56:00Z,ENDPOINT_LOG,IBM QRadar,REF-91006,Supports investigation finding
EVD-001550,ALT-001772,CASE-001772,ANL-3009,2026-01-12T10:59:00Z,PROCESS_TREE,Splunk ES,REF-28071,Supports investigation finding
EVD-001551,ALT-001773,CASE-001773,ANL-3005,2026-01-12T13:18:00Z,PROCESS_TREE,IBM QRadar,REF-29904,Supports investigation finding
EVD-001552,ALT-001774,CASE-001774,ANL-3004,2026-01-12T14:15:00Z,CASE_NOTE,Splunk ES,REF-98571,Supports investigation finding
EVD-001553,ALT-001775,CASE-001775,ANL-3005,2026-01-12T13:46:00Z,ENDPOINT_LOG,Microsoft Sentinel,REF-17547,Supports investigation finding
EVD-001554,ALT-001776,CASE-001776,ANL-3001,2026-01-12T10:50:00Z,ENDPOINT_LOG,Microsoft Sentinel,REF-68280,Supports investigation finding
EVD-001555,ALT-001777,CASE-001777,ANL-3005,2026-01-12T06:23:00Z,PROCESS_TREE,Elastic Security,REF-50637,Supports investigation finding
EVD-001556,ALT-001778,CASE-001778,ANL-3009,2026-01-12T05:16:00Z,ENDPOINT_LOG,Elastic Security,REF-33061,Supports investigation finding
EVD-001557,ALT-001779,CASE-001779,ANL-3002,2026-01-12T17:25:00Z,ENDPOINT_LOG,Splunk ES,REF-13027,Supports investigation finding
EVD-001558,ALT-001780,CASE-001780,ANL-3009,2026-01-12T14:43:00Z,NETWORK_LOG,Splunk ES,REF-62135,Supports investigation finding
EVD-001559,ALT-001781,CASE-001781,ANL-3005,2026-01-12T19:37:00Z,AUTHENTICATION_LOG,Microsoft Sentinel,REF-67274,Supports investigation finding
EVD-001560,ALT-001783,CASE-001783,ANL-3006,2026-01-12T20:07:00Z,SIEM_LOG,Microsoft Sentinel,REF-92528,Supports investigation finding
EVD-001561,ALT-001785,CASE-001785,ANL-3006,2026-01-12T11:19:00Z,SIEM_LOG,Splunk ES,REF-27006,Supports investigation finding
EVD-001562,ALT-001787,CASE-001787,ANL-3002,2026-01-12T21:39:00Z,THREAT_INTELLIGENCE,Elastic Security,REF-49280,Supports investigation finding
EVD-001563,ALT-001788,CASE-001788,ANL-3007,2026-01-12T18:32:00Z,NETWORK_LOG,Microsoft Sentinel,REF-68686,Supports investigation finding
EVD-001564,ALT-001789,CASE-001789,ANL-3007,2026-01-12T12:52:00Z,THREAT_INTELLIGENCE,Microsoft Sentinel,REF-63638,Supports investigation finding
EVD-001565,ALT-001790,CASE-001790,ANL-3005,2026-01-12T22:50:00Z,SIEM_LOG,Elastic Security,REF-53821,Supports investigation finding
EVD-001566,ALT-001792,CASE-001792,ANL-3008,2026-01-12T03:54:00Z,ENDPOINT_LOG,Elastic Security,REF-33730,Supports investigation finding
EVD-001567,ALT-001793,CASE-001793,ANL-3006,2026-01-12T08:19:00Z,NETWORK_LOG,Elastic Security,REF-31504,Supports investigation finding
EVD-001568,ALT-001795,CASE-001795,ANL-3002,2026-01-12T12:50:00Z,SIEM_LOG,Splunk ES,REF-93083,Supports investigation finding
EVD-001569,ALT-001796,CASE-001796,ANL-3003,2026-01-12T04:30:00Z,NETWORK_LOG,Elastic Security,REF-43592,Supports investigation finding
EVD-001570,ALT-001797,CASE-001797,ANL-3009,2026-01-12T18:43:00Z,AUTHENTICATION_LOG,IBM QRadar,REF-40268,Supports investigation finding
EVD-001571,ALT-001798,CASE-001798,ANL-3005,2026-01-12T04:23:00Z,PROCESS_TREE,IBM QRadar,REF-40059,Supports investigation finding
EVD-001572,ALT-001799,CASE-001799,ANL-3004,2026-01-12T04:42:00Z,ENDPOINT_LOG,Microsoft Sentinel,REF-43736,Supports investigation finding
EVD-001573,ALT-001800,CASE-001800,ANL-3004,2026-01-12T04:41:00Z,ENDPOINT_LOG,Elastic Security,REF-39637,Supports investigation finding
EVD-001574,ALT-001801,CASE-001801,ANL-3008,2026-01-12T17:03:00Z,PROCESS_TREE,Splunk ES,REF-25742,Supports investigation finding
EVD-001575,ALT-001802,CASE-001802,ANL-3004,2026-01-12T15:47:00Z,NETWORK_LOG,IBM QRadar,REF-29440,Supports investigation finding
EVD-001576,ALT-001803,CASE-001803,ANL-3002,2026-01-12T15:00:00Z,NETWORK_LOG,Splunk ES,REF-74980,Supports investigation finding
EVD-001577,ALT-001804,CASE-001804,ANL-3009,2026-01-12T08:09:00Z,AUTHENTICATION_LOG,Splunk ES,REF-74619,Supports investigation finding
EVD-001578,ALT-001805,CASE-001805,ANL-3002,2026-01-12T02:55:00Z,CASE_NOTE,Microsoft Sentinel,REF-71780,Supports investigation finding
EVD-001579,ALT-001806,CASE-001806,ANL-3009,2026-01-12T14:54:00Z,ENDPOINT_LOG,IBM QRadar,REF-87626,Supports investigation finding
EVD-001580,ALT-001807,CASE-001807,ANL-3006,2026-01-12T16:27:00Z,PROCESS_TREE,Microsoft Sentinel,REF-32860,Supports investigation finding
EVD-001581,ALT-001810,CASE-001810,ANL-3001,2026-01-12T06:06:00Z,SIEM_LOG,Elastic Security,REF-24224,Supports investigation finding
EVD-001582,ALT-001811,CASE-001811,ANL-3006,2026-01-12T08:44:00Z,SIEM_LOG,Microsoft Sentinel,REF-79628,Supports investigation finding
EVD-001583,ALT-001812,CASE-001812,ANL-3007,2026-01-12T20:53:00Z,NETWORK_LOG,IBM QRadar,REF-62898,Supports investigation finding
EVD-001584,ALT-001813,CASE-001813,ANL-3007,2026-01-12T15:05:00Z,CASE_NOTE,Elastic Security,REF-47146,Supports investigation finding
EVD-001585,ALT-001814,CASE-001814,ANL-3002,2026-01-12T15:48:00Z,THREAT_INTELLIGENCE,Microsoft Sentinel,REF-42202,Supports investigation finding
EVD-001586,ALT-001815,CASE-001815,ANL-3002,2026-01-12T14:15:00Z,AUTHENTICATION_LOG,Elastic Security,REF-20172,Supports investigation finding
EVD-001587,ALT-001817,CASE-001817,ANL-3008,2026-01-12T21:36:00Z,CASE_NOTE,Microsoft Sentinel,REF-69476,Supports investigation finding
EVD-001588,ALT-001818,CASE-001818,ANL-3003,2026-01-12T05:39:00Z,CASE_NOTE,Microsoft Sentinel,REF-60073,Supports investigation finding
EVD-001589,ALT-001819,CASE-001819,ANL-3005,2026-01-12T10:20:00Z,ENDPOINT_LOG,Elastic Security,REF-24227,Supports investigation finding
EVD-001590,ALT-001821,CASE-001821,ANL-3004,2026-01-12T12:04:00Z,CASE_NOTE,Elastic Security,REF-78683,Supports investigation finding
EVD-001591,ALT-001824,CASE-001824,ANL-3004,2026-01-12T22:49:00Z,NETWORK_LOG,Elastic Security,REF-80031,Supports investigation finding
EVD-001592,ALT-001825,CASE-001825,ANL-3005,2026-01-12T10:12:00Z,PROCESS_TREE,IBM QRadar,REF-32570,Supports investigation finding
EVD-001593,ALT-001826,CASE-001826,ANL-3004,2026-01-12T23:55:00Z,ENDPOINT_LOG,Elastic Security,REF-40508,Supports investigation finding
EVD-001594,ALT-001828,CASE-001828,ANL-3001,2026-01-12T12:57:00Z,CASE_NOTE,Microsoft Sentinel,REF-44708,Supports investigation finding
EVD-001595,ALT-001829,CASE-001829,ANL-3001,2026-01-12T05:26:00Z,THREAT_INTELLIGENCE,IBM QRadar,REF-94062,Supports investigation finding
EVD-001596,ALT-001831,CASE-001831,ANL-3004,2026-01-12T17:48:00Z,CASE_NOTE,Microsoft Sentinel,REF-76623,Supports investigation finding
EVD-001597,ALT-001832,CASE-001832,ANL-3003,2026-01-12T19:06:00Z,NETWORK_LOG,IBM QRadar,REF-46669,Supports investigation finding
EVD-001598,ALT-001833,CASE-001833,ANL-3003,2026-01-12T12:51:00Z,THREAT_INTELLIGENCE,Elastic Security,REF-37019,Supports investigation finding
EVD-001599,ALT-001834,CASE-001834,ANL-3009,2026-01-12T09:53:00Z,CASE_NOTE,Elastic Security,REF-83808,Supports investigation finding
EVD-001600,ALT-001835,CASE-001835,ANL-3009,2026-01-12T09:51:00Z,THREAT_INTELLIGENCE,Elastic Security,REF-73426,Supports investigation finding
EVD-001601,ALT-001836,CASE-001836,ANL-3003,2026-01-12T03:24:00Z,SIEM_LOG,Splunk ES,REF-60309,Supports investigation finding
EVD-001602,ALT-001837,CASE-001837,ANL-3006,2026-01-12T13:03:00Z,SIEM_LOG,IBM QRadar,REF-77881,Supports investigation finding
EVD-001603,ALT-001839,CASE-001839,ANL-3008,2026-01-12T00:30:00Z,NETWORK_LOG,IBM QRadar,REF-39057,Supports investigation finding
EVD-001604,ALT-001840,CASE-001840,ANL-3003,2026-01-12T14:42:00Z,NETWORK_LOG,IBM QRadar,REF-37418,Supports investigation finding
EVD-001605,ALT-001841,CASE-001841,ANL-3005,2026-01-13T01:50:00Z,ENDPOINT_LOG,Elastic Security,REF-98736,Supports investigation finding
EVD-001606,ALT-001842,CASE-001842,ANL-3004,2026-01-13T19:10:00Z,SIEM_LOG,Microsoft Sentinel,REF-78147,Supports investigation finding
EVD-001607,ALT-001843,CASE-001843,ANL-3002,2026-01-13T11:01:00Z,PROCESS_TREE,Splunk ES,REF-42240,Supports investigation finding
EVD-001608,ALT-001844,CASE-001844,ANL-3007,2026-01-14T00:18:00Z,SIEM_LOG,IBM QRadar,REF-69737,Supports investigation finding
EVD-001609,ALT-001846,CASE-001846,ANL-3006,2026-01-13T12:54:00Z,ENDPOINT_LOG,IBM QRadar,REF-18535,Supports investigation finding
EVD-001610,ALT-001847,CASE-001847,ANL-3009,2026-01-13T11:34:00Z,THREAT_INTELLIGENCE,Elastic Security,REF-41241,Supports investigation finding
EVD-001611,ALT-001848,CASE-001848,ANL-3003,2026-01-13T15:35:00Z,NETWORK_LOG,Elastic Security,REF-50814,Supports investigation finding
EVD-001612,ALT-001851,CASE-001851,ANL-3007,2026-01-13T20:04:00Z,ENDPOINT_LOG,Splunk ES,REF-34547,Supports investigation finding
EVD-001613,ALT-001852,CASE-001852,ANL-3003,2026-01-13T11:36:00Z,AUTHENTICATION_LOG,Microsoft Sentinel,REF-16952,Supports investigation finding
EVD-001614,ALT-001853,CASE-001853,ANL-3009,2026-01-13T11:07:00Z,NETWORK_LOG,Elastic Security,REF-35870,Supports investigation finding
EVD-001615,ALT-001854,CASE-001854,ANL-3001,2026-01-13T02:52:00Z,ENDPOINT_LOG,IBM QRadar,REF-20174,Supports investigation finding
EVD-001616,ALT-001855,CASE-001855,ANL-3002,2026-01-13T21:18:00Z,PROCESS_TREE,Elastic Security,REF-27482,Supports investigation finding
EVD-001617,ALT-001856,CASE-001856,ANL-3008,2026-01-14T00:40:00Z,SIEM_LOG,Elastic Security,REF-46221,Supports investigation finding
EVD-001618,ALT-001857,CASE-001857,ANL-3007,2026-01-13T18:59:00Z,AUTHENTICATION_LOG,Elastic Security,REF-72688,Supports investigation finding
EVD-001619,ALT-001858,CASE-001858,ANL-3007,2026-01-13T15:57:00Z,NETWORK_LOG,IBM QRadar,REF-88224,Supports investigation finding
EVD-001620,ALT-001859,CASE-001859,ANL-3003,2026-01-13T22:46:00Z,PROCESS_TREE,Splunk ES,REF-28784,Supports investigation finding
EVD-001621,ALT-001860,CASE-001860,ANL-3003,2026-01-13T04:10:00Z,ENDPOINT_LOG,IBM QRadar,REF-22850,Supports investigation finding
EVD-001622,ALT-001861,CASE-001861,ANL-3008,2026-01-13T22:17:00Z,PROCESS_TREE,Microsoft Sentinel,REF-61005,Supports investigation finding
EVD-001623,ALT-001862,CASE-001862,ANL-3009,2026-01-13T06:48:00Z,THREAT_INTELLIGENCE,Splunk ES,REF-28618,Supports investigation finding
EVD-001624,ALT-001863,CASE-001863,ANL-3006,2026-01-13T15:57:00Z,ENDPOINT_LOG,Microsoft Sentinel,REF-80071,Supports investigation finding
EVD-001625,ALT-001864,CASE-001864,ANL-3009,2026-01-13T15:31:00Z,NETWORK_LOG,Elastic Security,REF-15623,Supports investigation finding
EVD-001626,ALT-001865,CASE-001865,ANL-3004,2026-01-14T05:35:00Z,NETWORK_LOG,Elastic Security,REF-71938,Supports investigation finding
EVD-001627,ALT-001866,CASE-001866,ANL-3008,2026-01-13T18:04:00Z,THREAT_INTELLIGENCE,Elastic Security,REF-51027,Supports investigation finding
EVD-001628,ALT-001867,CASE-001867,ANL-3004,2026-01-13T16:04:00Z,ENDPOINT_LOG,Elastic Security,REF-29595,Supports investigation finding
EVD-001629,ALT-001868,CASE-001868,ANL-3002,2026-01-14T00:35:00Z,THREAT_INTELLIGENCE,IBM QRadar,REF-15072,Supports investigation finding
EVD-001630,ALT-001869,CASE-001869,ANL-3001,2026-01-13T21:19:00Z,ENDPOINT_LOG,Elastic Security,REF-86732,Supports investigation finding
EVD-001631,ALT-001870,CASE-001870,ANL-3004,2026-01-13T11:21:00Z,PROCESS_TREE,Microsoft Sentinel,REF-20372,Supports investigation finding
EVD-001632,ALT-001872,CASE-001872,ANL-3004,2026-01-13T22:04:00Z,SIEM_LOG,Splunk ES,REF-75858,Supports investigation finding
EVD-001633,ALT-001873,CASE-001873,ANL-3002,2026-01-13T23:58:00Z,SIEM_LOG,Elastic Security,REF-91553,Supports investigation finding
EVD-001634,ALT-001874,CASE-001874,ANL-3008,2026-01-13T10:08:00Z,CASE_NOTE,Elastic Security,REF-98183,Supports investigation finding
EVD-001635,ALT-001875,CASE-001875,ANL-3001,2026-01-13T13:45:00Z,NETWORK_LOG,IBM QRadar,REF-39589,Supports investigation finding
EVD-001636,ALT-001876,CASE-001876,ANL-3007,2026-01-13T03:41:00Z,SIEM_LOG,Microsoft Sentinel,REF-27140,Supports investigation finding
EVD-001637,ALT-001877,CASE-001877,ANL-3009,2026-01-14T00:32:00Z,AUTHENTICATION_LOG,Splunk ES,REF-44638,Supports investigation finding
EVD-001638,ALT-001878,CASE-001878,ANL-3007,2026-01-13T18:10:00Z,ENDPOINT_LOG,Microsoft Sentinel,REF-99731,Supports investigation finding
EVD-001639,ALT-001879,CASE-001879,ANL-3005,2026-01-13T20:34:00Z,SIEM_LOG,Microsoft Sentinel,REF-63303,Supports investigation finding
EVD-001640,ALT-001880,CASE-001880,ANL-3006,2026-01-13T11:50:00Z,ENDPOINT_LOG,Elastic Security,REF-34189,Supports investigation finding
EVD-001641,ALT-001881,CASE-001881,ANL-3007,2026-01-14T04:03:00Z,AUTHENTICATION_LOG,Splunk ES,REF-10631,Supports investigation finding
EVD-001642,ALT-001882,CASE-001882,ANL-3004,2026-01-14T16:12:00Z,SIEM_LOG,Splunk ES,REF-38241,Supports investigation finding
EVD-001643,ALT-001883,CASE-001883,ANL-3001,2026-01-14T16:27:00Z,NETWORK_LOG,Splunk ES,REF-29573,Supports investigation finding
EVD-001644,ALT-001884,CASE-001884,ANL-3002,2026-01-14T11:07:00Z,PROCESS_TREE,Splunk ES,REF-25375,Supports investigation finding
EVD-001645,ALT-001885,CASE-001885,ANL-3003,2026-01-14T22:54:00Z,THREAT_INTELLIGENCE,IBM QRadar,REF-91145,Supports investigation finding
EVD-001646,ALT-001887,CASE-001887,ANL-3005,2026-01-14T02:08:00Z,SIEM_LOG,Microsoft Sentinel,REF-40946,Supports investigation finding
EVD-001647,ALT-001888,CASE-001888,ANL-3001,2026-01-14T04:25:00Z,NETWORK_LOG,Elastic Security,REF-37202,Supports investigation finding
EVD-001648,ALT-001890,CASE-001890,ANL-3001,2026-01-14T13:40:00Z,AUTHENTICATION_LOG,Elastic Security,REF-50694,Supports investigation finding
EVD-001649,ALT-001891,CASE-001891,ANL-3001,2026-01-14T13:35:00Z,CASE_NOTE,Splunk ES,REF-73719,Supports investigation finding
EVD-001650,ALT-001893,CASE-001893,ANL-3005,2026-01-14T21:54:00Z,ENDPOINT_LOG,IBM QRadar,REF-58712,Supports investigation finding
EVD-001651,ALT-001896,CASE-001896,ANL-3007,2026-01-14T21:02:00Z,THREAT_INTELLIGENCE,Splunk ES,REF-26339,Supports investigation finding
EVD-001652,ALT-001897,CASE-001897,ANL-3003,2026-01-14T07:01:00Z,AUTHENTICATION_LOG,Elastic Security,REF-20861,Supports investigation finding
EVD-001653,ALT-001898,CASE-001898,ANL-3005,2026-01-14T03:51:00Z,PROCESS_TREE,Splunk ES,REF-20262,Supports investigation finding
EVD-001654,ALT-001900,CASE-001900,ANL-3007,2026-01-14T11:46:00Z,CASE_NOTE,Elastic Security,REF-45203,Supports investigation finding
EVD-001655,ALT-001901,CASE-001901,ANL-3007,2026-01-14T02:30:00Z,ENDPOINT_LOG,Microsoft Sentinel,REF-99171,Supports investigation finding
EVD-001656,ALT-001902,CASE-001902,ANL-3006,2026-01-14T21:09:00Z,AUTHENTICATION_LOG,Elastic Security,REF-28212,Supports investigation finding
EVD-001657,ALT-001903,CASE-001903,ANL-3002,2026-01-15T00:53:00Z,SIEM_LOG,IBM QRadar,REF-33937,Supports investigation finding
EVD-001658,ALT-001905,CASE-001905,ANL-3007,2026-01-14T19:26:00Z,ENDPOINT_LOG,IBM QRadar,REF-80372,Supports investigation finding
EVD-001659,ALT-001906,CASE-001906,ANL-3001,2026-01-14T17:25:00Z,AUTHENTICATION_LOG,Splunk ES,REF-88454,Supports investigation finding
EVD-001660,ALT-001907,CASE-001907,ANL-3008,2026-01-14T08:30:00Z,NETWORK_LOG,Elastic Security,REF-60174,Supports investigation finding
EVD-001661,ALT-001908,CASE-001908,ANL-3004,2026-01-14T02:54:00Z,CASE_NOTE,Microsoft Sentinel,REF-90595,Supports investigation finding
EVD-001662,ALT-001910,CASE-001910,ANL-3006,2026-01-14T10:19:00Z,AUTHENTICATION_LOG,Elastic Security,REF-10016,Supports investigation finding
EVD-001663,ALT-001911,CASE-001911,ANL-3002,2026-01-14T08:25:00Z,THREAT_INTELLIGENCE,Microsoft Sentinel,REF-45303,Supports investigation finding
EVD-001664,ALT-001912,CASE-001912,ANL-3007,2026-01-14T11:37:00Z,PROCESS_TREE,Elastic Security,REF-94918,Supports investigation finding
EVD-001665,ALT-001913,CASE-001913,ANL-3009,2026-01-14T05:51:00Z,PROCESS_TREE,Splunk ES,REF-84274,Supports investigation finding
EVD-001666,ALT-001914,CASE-001914,ANL-3002,2026-01-14T21:20:00Z,PROCESS_TREE,Elastic Security,REF-70085,Supports investigation finding
EVD-001667,ALT-001915,CASE-001915,ANL-3007,2026-01-14T01:01:00Z,NETWORK_LOG,IBM QRadar,REF-73260,Supports investigation finding
EVD-001668,ALT-001916,CASE-001916,ANL-3003,2026-01-14T02:05:00Z,ENDPOINT_LOG,IBM QRadar,REF-39175,Supports investigation finding
EVD-001669,ALT-001917,CASE-001917,ANL-3008,2026-01-14T08:34:00Z,CASE_NOTE,Elastic Security,REF-60225,Supports investigation finding
EVD-001670,ALT-001919,CASE-001919,ANL-3004,2026-01-14T08:31:00Z,ENDPOINT_LOG,IBM QRadar,REF-32388,Supports investigation finding
EVD-001671,ALT-001920,CASE-001920,ANL-3002,2026-01-14T20:39:00Z,AUTHENTICATION_LOG,Elastic Security,REF-11828,Supports investigation finding
EVD-001672,ALT-001922,CASE-001922,ANL-4008,2026-01-01T09:31:00Z,SIEM_LOG,Splunk ES,REF-25825,Supports investigation finding
EVD-001673,ALT-001924,CASE-001924,ANL-4003,2026-01-01T12:52:00Z,THREAT_INTELLIGENCE,Elastic Security,REF-15990,Supports investigation finding
EVD-001674,ALT-001925,CASE-001925,ANL-4001,2026-01-01T21:27:00Z,THREAT_INTELLIGENCE,Splunk ES,REF-87162,Supports investigation finding
EVD-001675,ALT-001926,CASE-001926,ANL-4001,2026-01-01T01:35:00Z,CASE_NOTE,Elastic Security,REF-60978,Supports investigation finding
EVD-001676,ALT-001931,CASE-001931,ANL-4002,2026-01-01T03:55:00Z,AUTHENTICATION_LOG,Elastic Security,REF-20247,Supports investigation finding
EVD-001677,ALT-001933,CASE-001933,ANL-4010,2026-01-01T19:46:00Z,NETWORK_LOG,Microsoft Sentinel,REF-10053,Supports investigation finding
EVD-001678,ALT-001934,CASE-001934,ANL-4010,2026-01-01T22:06:00Z,ENDPOINT_LOG,Microsoft Sentinel,REF-63551,Supports investigation finding
EVD-001679,ALT-001935,CASE-001935,ANL-4008,2026-01-01T15:28:00Z,SIEM_LOG,Elastic Security,REF-28121,Supports investigation finding
EVD-001680,ALT-001936,CASE-001936,ANL-4008,2026-01-01T19:08:00Z,ENDPOINT_LOG,IBM QRadar,REF-78885,Supports investigation finding
EVD-001681,ALT-001938,CASE-001938,ANL-4011,2026-01-01T07:08:00Z,PROCESS_TREE,Splunk ES,REF-60729,Supports investigation finding
EVD-001682,ALT-001940,CASE-001940,ANL-4013,2026-01-01T12:26:00Z,NETWORK_LOG,IBM QRadar,REF-66859,Supports investigation finding
EVD-001683,ALT-001941,CASE-001941,ANL-4003,2026-01-01T18:03:00Z,PROCESS_TREE,Splunk ES,REF-89670,Supports investigation finding
EVD-001684,ALT-001942,CASE-001942,ANL-4005,2026-01-02T00:31:00Z,AUTHENTICATION_LOG,Elastic Security,REF-55156,Supports investigation finding
EVD-001685,ALT-001943,CASE-001943,ANL-4013,2026-01-01T11:40:00Z,NETWORK_LOG,Splunk ES,REF-24138,Supports investigation finding
EVD-001686,ALT-001944,CASE-001944,ANL-4005,2026-01-01T02:49:00Z,CASE_NOTE,Elastic Security,REF-84517,Supports investigation finding
EVD-001687,ALT-001945,CASE-001945,ANL-4003,2026-01-01T10:30:00Z,CASE_NOTE,IBM QRadar,REF-24848,Supports investigation finding
EVD-001688,ALT-001946,CASE-001946,ANL-4004,2026-01-01T22:26:00Z,ENDPOINT_LOG,Splunk ES,REF-90489,Supports investigation finding
EVD-001689,ALT-001947,CASE-001947,ANL-4006,2026-01-01T22:54:00Z,AUTHENTICATION_LOG,Splunk ES,REF-81171,Supports investigation finding
EVD-001690,ALT-001948,CASE-001948,ANL-4002,2026-01-01T08:11:00Z,ENDPOINT_LOG,Microsoft Sentinel,REF-40000,Supports investigation finding
EVD-001691,ALT-001949,CASE-001949,ANL-4010,2026-01-01T23:54:00Z,THREAT_INTELLIGENCE,IBM QRadar,REF-34845,Supports investigation finding
EVD-001692,ALT-001951,CASE-001951,ANL-4004,2026-01-01T13:56:00Z,THREAT_INTELLIGENCE,IBM QRadar,REF-22628,Supports investigation finding
EVD-001693,ALT-001952,CASE-001952,ANL-4005,2026-01-01T01:59:00Z,ENDPOINT_LOG,Elastic Security,REF-66480,Supports investigation finding
EVD-001694,ALT-001953,CASE-001953,ANL-4005,2026-01-01T17:19:00Z,THREAT_INTELLIGENCE,Elastic Security,REF-66972,Supports investigation finding
EVD-001695,ALT-001955,CASE-001955,ANL-4001,2026-01-01T11:49:00Z,CASE_NOTE,Elastic Security,REF-64423,Supports investigation finding
EVD-001696,ALT-001956,CASE-001956,ANL-4007,2026-01-01T09:59:00Z,THREAT_INTELLIGENCE,IBM QRadar,REF-55214,Supports investigation finding
EVD-001697,ALT-001958,CASE-001958,ANL-4006,2026-01-01T21:12:00Z,SIEM_LOG,Microsoft Sentinel,REF-25824,Supports investigation finding
EVD-001698,ALT-001959,CASE-001959,ANL-4003,2026-01-01T19:06:00Z,CASE_NOTE,Microsoft Sentinel,REF-22079,Supports investigation finding
EVD-001699,ALT-001960,CASE-001960,ANL-4013,2026-01-01T23:38:00Z,AUTHENTICATION_LOG,Elastic Security,REF-12607,Supports investigation finding
EVD-001700,ALT-001961,CASE-001961,ANL-4004,2026-01-01T01:48:00Z,AUTHENTICATION_LOG,Elastic Security,REF-61976,Supports investigation finding
EVD-001701,ALT-001962,CASE-001962,ANL-4001,2026-01-01T00:33:00Z,NETWORK_LOG,Microsoft Sentinel,REF-96903,Supports investigation finding
EVD-001702,ALT-001963,CASE-001963,ANL-4012,2026-01-01T07:46:00Z,THREAT_INTELLIGENCE,Splunk ES,REF-95392,Supports investigation finding
EVD-001703,ALT-001965,CASE-001965,ANL-4009,2026-01-01T20:49:00Z,PROCESS_TREE,Elastic Security,REF-93650,Supports investigation finding
EVD-001704,ALT-001966,CASE-001966,ANL-4006,2026-01-01T08:16:00Z,CASE_NOTE,IBM QRadar,REF-73852,Supports investigation finding
EVD-001705,ALT-001967,CASE-001967,ANL-4005,2026-01-01T05:41:00Z,CASE_NOTE,Elastic Security,REF-88363,Supports investigation finding
EVD-001706,ALT-001968,CASE-001968,ANL-4007,2026-01-01T20:59:00Z,PROCESS_TREE,IBM QRadar,REF-74624,Supports investigation finding
EVD-001707,ALT-001969,CASE-001969,ANL-4003,2026-01-01T17:13:00Z,THREAT_INTELLIGENCE,Elastic Security,REF-99663,Supports investigation finding
EVD-001708,ALT-001970,CASE-001970,ANL-4004,2026-01-01T21:17:00Z,PROCESS_TREE,Splunk ES,REF-34434,Supports investigation finding
EVD-001709,ALT-001971,CASE-001971,ANL-4008,2026-01-01T09:25:00Z,AUTHENTICATION_LOG,Splunk ES,REF-38675,Supports investigation finding
EVD-001710,ALT-001972,CASE-001972,ANL-4011,2026-01-01T04:09:00Z,SIEM_LOG,IBM QRadar,REF-20445,Supports investigation finding
EVD-001711,ALT-001976,CASE-001976,ANL-4001,2026-01-01T21:33:00Z,PROCESS_TREE,Elastic Security,REF-75550,Supports investigation finding
EVD-001712,ALT-001979,CASE-001979,ANL-4002,2026-01-01T22:20:00Z,NETWORK_LOG,IBM QRadar,REF-89907,Supports investigation finding
EVD-001713,ALT-001980,CASE-001980,ANL-4013,2026-01-01T12:37:00Z,ENDPOINT_LOG,Microsoft Sentinel,REF-23243,Supports investigation finding
EVD-001714,ALT-001983,CASE-001983,ANL-4010,2026-01-01T10:11:00Z,NETWORK_LOG,Elastic Security,REF-33508,Supports investigation finding
EVD-001715,ALT-001984,CASE-001984,ANL-4008,2026-01-01T12:47:00Z,ENDPOINT_LOG,Elastic Security,REF-55364,Supports investigation finding
EVD-001716,ALT-001985,CASE-001985,ANL-4009,2026-01-01T04:03:00Z,AUTHENTICATION_LOG,Elastic Security,REF-46735,Supports investigation finding
EVD-001717,ALT-001986,CASE-001986,ANL-4007,2026-01-01T19:59:00Z,ENDPOINT_LOG,Splunk ES,REF-48414,Supports investigation finding
EVD-001718,ALT-001987,CASE-001987,ANL-4004,2026-01-01T17:34:00Z,CASE_NOTE,Microsoft Sentinel,REF-21191,Supports investigation finding
EVD-001719,ALT-001988,CASE-001988,ANL-4010,2026-01-02T04:41:00Z,NETWORK_LOG,Splunk ES,REF-68498,Supports investigation finding
EVD-001720,ALT-001989,CASE-001989,ANL-4002,2026-01-01T17:51:00Z,ENDPOINT_LOG,Splunk ES,REF-31283,Supports investigation finding
EVD-001721,ALT-001990,CASE-001990,ANL-4009,2026-01-01T08:02:00Z,NETWORK_LOG,Elastic Security,REF-71026,Supports investigation finding
