event_id,alert_id,event_type,timestamp,actor_id,previous_status,new_status
EVT-0010291,ALT-001574,EVIDENCE_ADDED,2026-01-12T18:53:00Z,ANL-3009,INVESTIGATING,INVESTIGATING
EVT-0010292,ALT-001574,CLOSED,2026-01-13T01:29:00Z,ANL-3009,INVESTIGATING,CLOSED
EVT-0010293,ALT-001575,CREATED,2026-01-12T16:45:00Z,ANL-3005,,NEW
EVT-0010294,ALT-001575,ASSIGNED,2026-01-12T16:45:00Z,ANL-3005,NEW,ASSIGNED
EVT-0010295,ALT-001575,ACKNOWLEDGED,2026-01-12T16:47:00Z,ANL-3005,ASSIGNED,ACKNOWLEDGED
EVT-0010296,ALT-001575,INVESTIGATION_STARTED,2026-01-12T16:49:00Z,ANL-3005,ACKNOWLEDGED,INVESTIGATING
EVT-0010297,ALT-001575,EVIDENCE_ADDED,2026-01-12T17:14:00Z,ANL-3005,INVESTIGATING,INVESTIGATING
EVT-0010298,ALT-001575,ESCALATION_REQUESTED,2026-01-12T17:47:00Z,ANL-3005,INVESTIGATING,INVESTIGATING
EVT-0010299,ALT-001575,ESCALATED,2026-01-12T17:47:00Z,ANL-3005,INVESTIGATING,ESCALATED
EVT-0010300,ALT-001575,CLOSED,2026-01-12T17:57:00Z,ANL-3005,ESCALATED,CLOSED
EVT-0010301,ALT-001576,CREATED,2026-01-12T03:58:00Z,ANL-3003,,NEW
EVT-0010302,ALT-001576,ASSIGNED,2026-01-12T03:58:00Z,ANL-3003,NEW,ASSIGNED
EVT-0010303,ALT-001576,ACKNOWLEDGED,2026-01-12T05:58:00Z,ANL-3003,ASSIGNED,ACKNOWLEDGED
EVT-0010304,ALT-001576,INVESTIGATION_STARTED,2026-01-12T06:02:00Z,ANL-3003,ACKNOWLEDGED,INVESTIGATING
EVT-0010305,ALT-001576,EVIDENCE_ADDED,2026-01-12T06:29:00Z,ANL-3003,INVESTIGATING,INVESTIGATING
EVT-0010306,ALT-001576,CLOSED,2026-01-12T14:02:00Z,ANL-3003,INVESTIGATING,CLOSED
EVT-0010307,ALT-001577,CREATED,2026-01-12T08:54:00Z,ANL-3009,,NEW
EVT-0010308,ALT-001577,ASSIGNED,2026-01-12T08:54:00Z,ANL-3009,NEW,ASSIGNED
EVT-0010309,ALT-001577,ACKNOWLEDGED,2026-01-12T09:40:00Z,ANL-3009,ASSIGNED,ACKNOWLEDGED
EVT-0010310,ALT-001577,INVESTIGATION_STARTED,2026-01-12T09:44:00Z,ANL-3009,ACKNOWLEDGED,INVESTIGATING
EVT-0010311,ALT-001577,EVIDENCE_ADDED,2026-01-12T10:11:00Z,ANL-3009,INVESTIGATING,INVESTIGATING
EVT-0010312,ALT-001577,CLOSED,2026-01-12T13:56:00Z,ANL-3009,INVESTIGATING,CLOSED
EVT-0010313,ALT-001578,CREATED,2026-01-12T11:00:00Z,ANL-3009,,NEW
EVT-0010314,ALT-001578,ASSIGNED,2026-01-12T11:00:00Z,ANL-3009,NEW,ASSIGNED
EVT-0010315,ALT-001578,ACKNOWLEDGED,2026-01-12T19:00:00Z,ANL-3009,ASSIGNED,ACKNOWLEDGED
EVT-0010316,ALT-001578,INVESTIGATION_STARTED,2026-01-12T19:02:00Z,ANL-3009,ACKNOWLEDGED,INVESTIGATING
EVT-0010317,ALT-001578,EVIDENCE_ADDED,2026-01-12T19:33:00Z,ANL-3009,INVESTIGATING,INVESTIGATING
EVT-0010318,ALT-001578,CLOSED,2026-01-13T11:02:00Z,ANL-3009,INVESTIGATING,CLOSED
EVT-0010319,ALT-001579,CREATED,2026-01-12T20:33:00Z,ANL-3002,,NEW
EVT-0010320,ALT-001579,ASSIGNED,2026-01-12T20:33:00Z,ANL-3002,NEW,ASSIGNED
EVT-0010321,ALT-001579,ACKNOWLEDGED,2026-01-12T21:04:00Z,ANL-3002,ASSIGNED,ACKNOWLEDGED
EVT-0010322,ALT-001579,INVESTIGATION_STARTED,2026-01-12T21:08:00Z,ANL-3002,ACKNOWLEDGED,INVESTIGATING
EVT-0010323,ALT-001579,EVIDENCE_ADDED,2026-01-12T21:34:00Z,ANL-3002,INVESTIGATING,INVESTIGATING
EVT-0010324,ALT-001579,CLOSED,2026-01-13T04:25:00Z,ANL-3002,INVESTIGATING,CLOSED
EVT-0010325,ALT-001580,CREATED,2026-01-12T14:26:00Z,ANL-3003,,NEW
EVT-0010326,ALT-001580,ASSIGNED,2026-01-12T14:26:00Z,ANL-3003,NEW,ASSIGNED
EVT-0010327,ALT-001580,ACKNOWLEDGED,2026-01-12T14:37:00Z,ANL-3003,ASSIGNED,ACKNOWLEDGED
EVT-0010328,ALT-001580,INVESTIGATION_STARTED,2026-01-12T14:38:00Z,ANL-3003,ACKNOWLEDGED,INVESTIGATING
EVT-0010329,ALT-001580,EVIDENCE_ADDED,2026-01-12T15:05:00Z,ANL-3003,INVESTIGATING,INVESTIGATING
EVT-0010330,ALT-001580,CLOSED,2026-01-12T21:20:00Z,ANL-3003,INVESTIGATING,CLOSED
EVT-0010331,ALT-001581,CREATED,2026-01-12T19:47:00Z,ANL-3007,,NEW
EVT-0010332,ALT-001581,ASSIGNED,2026-01-12T19:47:00Z,ANL-3007,NEW,ASSIGNED
EVT-0010333,ALT-001581,ACKNOWLEDGED,2026-01-12T19:50:00Z,ANL-3007,ASSIGNED,ACKNOWLEDGED
EVT-0010334,ALT-001581,INVESTIGATION_STARTED,2026-01-12T19:51:00Z,ANL-3007,ACKNOWLEDGED,INVESTIGATING
EVT-0010335,ALT-001581,EVIDENCE_ADDED,2026-01-12T20:19:00Z,ANL-3007,INVESTIGATING,INVESTIGATING
EVT-0010336,ALT-001581,CLOSED,2026-01-13T00:08:00Z,ANL-3007,INVESTIGATING,CLOSED
EVT-0010337,ALT-001582,CREATED,2026-01-12T17:16:00Z,ANL-3006,,NEW
EVT-0010338,ALT-001582,ASSIGNED,2026-01-12T17:16:00Z,ANL-3006,NEW,ASSIGNED
EVT-0010339,ALT-001582,ACKNOWLEDGED,2026-01-12T17:27:00Z,ANL-3006,ASSIGNED,ACKNOWLEDGED
EVT-0010340,ALT-001582,INVESTIGATION_STARTED,2026-01-12T17:28:00Z,ANL-3006,ACKNOWLEDGED,INVESTIGATING
EVT-0010341,ALT-001582,EVIDENCE_ADDED,2026-01-12T17:55:00Z,ANL-3006,INVESTIGATING,INVESTIGATING
EVT-0010342,ALT-001582,CLOSED,2026-01-12T21:48:00Z,ANL-3006,INVESTIGATING,CLOSED
EVT-0010343,ALT-001583,CREATED,2026-01-12T00:15:00Z,ANL-3003,,NEW
EVT-0010344,ALT-001583,ASSIGNED,2026-01-12T00:15:00Z,ANL-3003,NEW,ASSIGNED
EVT-0010345,ALT-001583,ACKNOWLEDGED,2026-01-12T01:45:00Z,ANL-3003,ASSIGNED,ACKNOWLEDGED
EVT-0010346,ALT-001583,INVESTIGATION_STARTED,2026-01-12T01:50:00Z,ANL-3003,ACKNOWLEDGED,INVESTIGATING
EVT-0010347,ALT-001583,EVIDENCE_ADDED,2026-01-12T02:10:00Z,ANL-3003,INVESTIGATING,INVESTIGATING
EVT-0010348,ALT-001583,CLOSED,2026-01-12T09:50:00Z,ANL-3003,INVESTIGATING,CLOSED
EVT-0010349,ALT-001584,CREATED,2026-01-12T09:01:00Z,ANL-3002,,NEW
EVT-0010350,ALT-001584,ASSIGNED,2026-01-12T09:01:00Z,ANL-3002,NEW,ASSIGNED
EVT-0010351,ALT-001584,ACKNOWLEDGED,2026-01-12T09:07:00Z,ANL-3002,ASSIGNED,ACKNOWLEDGED
EVT-0010352,ALT-001584,INVESTIGATION_STARTED,2026-01-12T09:08:00Z,ANL-3002,ACKNOWLEDGED,INVESTIGATING
EVT-0010353,ALT-001584,EVIDENCE_ADDED,2026-01-12T09:37:00Z,ANL-3002,INVESTIGATING,INVESTIGATING
EVT-0010354,ALT-001584,CLOSED,2026-01-12T12:56:00Z,ANL-3002,INVESTIGATING,CLOSED
EVT-0010355,ALT-001585,CREATED,2026-01-12T09:15:00Z,ANL-3009,,NEW
EVT-0010356,ALT-001585,ASSIGNED,2026-01-12T09:15:00Z,ANL-3009,NEW,ASSIGNED
EVT-0010357,ALT-001585,ACKNOWLEDGED,2026-01-12T09:35:00Z,ANL-3009,ASSIGNED,ACKNOWLEDGED
EVT-0010358,ALT-001585,INVESTIGATION_STARTED,2026-01-12T09:39:00Z,ANL-3009,ACKNOWLEDGED,INVESTIGATING
EVT-0010359,ALT-001585,EVIDENCE_ADDED,2026-01-12T10:18:00Z,ANL-3009,INVESTIGATING,INVESTIGATING
EVT-0010360,ALT-001585,CLOSED,2026-01-12T13:39:00Z,ANL-3009,INVESTIGATING,CLOSED
EVT-0010361,ALT-001586,CREATED,2026-01-12T07:31:00Z,ANL-3001,,NEW
EVT-0010362,ALT-001586,ASSIGNED,2026-01-12T07:31:00Z,ANL-3001,NEW,ASSIGNED
EVT-0010363,ALT-001586,ACKNOWLEDGED,2026-01-12T10:31:00Z,ANL-3001,ASSIGNED,ACKNOWLEDGED
EVT-0010364,ALT-001586,INVESTIGATION_STARTED,2026-01-12T10:32:00Z,ANL-3001,ACKNOWLEDGED,INVESTIGATING
EVT-0010365,ALT-001586,EVIDENCE_ADDED,2026-01-12T10:58:00Z,ANL-3001,INVESTIGATING,INVESTIGATING
EVT-0010366,ALT-001586,CLOSED,2026-01-13T02:32:00Z,ANL-3001,INVESTIGATING,CLOSED
EVT-0010367,ALT-001587,CREATED,2026-01-12T13:02:00Z,ANL-3006,,NEW
EVT-0010368,ALT-001587,ASSIGNED,2026-01-12T13:02:00Z,ANL-3006,NEW,ASSIGNED
EVT-0010369,ALT-001587,ACKNOWLEDGED,2026-01-12T13:18:00Z,ANL-3006,ASSIGNED,ACKNOWLEDGED
EVT-0010370,ALT-001587,INVESTIGATION_STARTED,2026-01-12T13:20:00Z,ANL-3006,ACKNOWLEDGED,INVESTIGATING
EVT-0010371,ALT-001587,EVIDENCE_ADDED,2026-01-12T13:44:00Z,ANL-3006,INVESTIGATING,INVESTIGATING
EVT-0010372,ALT-001587,CLOSED,2026-01-12T16:59:00Z,ANL-3006,INVESTIGATING,CLOSED
EVT-0010373,ALT-001588,CREATED,2026-01-12T21:30:00Z,ANL-3002,,NEW
EVT-0010374,ALT-001588,ASSIGNED,2026-01-12T21:30:00Z,ANL-3002,NEW,ASSIGNED
EVT-0010375,ALT-001588,ACKNOWLEDGED,2026-01-12T22:24:00Z,ANL-3002,ASSIGNED,ACKNOWLEDGED
EVT-0010376,ALT-001588,INVESTIGATION_STARTED,2026-01-12T22:26:00Z,ANL-3002,ACKNOWLEDGED,INVESTIGATING
EVT-0010377,ALT-001588,EVIDENCE_ADDED,2026-01-12T22:46:00Z,ANL-3002,INVESTIGATING,INVESTIGATING
EVT-0010378,ALT-001588,CLOSED,2026-01-13T05:08:00Z,ANL-3002,INVESTIGATING,CLOSED
EVT-0010379,ALT-001589,CREATED,2026-01-12T06:04:00Z,ANL-3002,,NEW
EVT-0010380,ALT-001589,ASSIGNED,2026-01-12T06:04:00Z,ANL-3002,NEW,ASSIGNED
EVT-0010381,ALT-001589,ACKNOWLEDGED,2026-01-12T09:34:00Z,ANL-3002,ASSIGNED,ACKNOWLEDGED
EVT-0010382,ALT-001589,INVESTIGATION_STARTED,2026-01-12T09:39:00Z,ANL-3002,ACKNOWLEDGED,INVESTIGATING
EVT-0010383,ALT-001589,EVIDENCE_ADDED,2026-01-12T10:02:00Z,ANL-3002,INVESTIGATING,INVESTIGATING
EVT-0010384,ALT-001589,CLOSED,2026-01-13T01:39:00Z,ANL-3002,INVESTIGATING,CLOSED
EVT-0010385,ALT-001590,CREATED,2026-01-12T01:56:00Z,ANL-3005,,NEW
EVT-0010386,ALT-001590,ASSIGNED,2026-01-12T01:56:00Z,ANL-3005,NEW,ASSIGNED
EVT-0010387,ALT-001590,ACKNOWLEDGED,2026-01-12T02:02:00Z,ANL-3005,ASSIGNED,ACKNOWLEDGED
EVT-0010388,ALT-001590,INVESTIGATION_STARTED,2026-01-12T02:07:00Z,ANL-3005,ACKNOWLEDGED,INVESTIGATING
EVT-0010389,ALT-001590,EVIDENCE_ADDED,2026-01-12T02:28:00Z,ANL-3005,INVESTIGATING,INVESTIGATING
EVT-0010390,ALT-001590,CLOSED,2026-01-12T05:10:00Z,ANL-3005,INVESTIGATING,CLOSED
EVT-0010391,ALT-001591,CREATED,2026-01-12T02:33:00Z,ANL-3002,,NEW
EVT-0010392,ALT-001591,ASSIGNED,2026-01-12T02:33:00Z,ANL-3002,NEW,ASSIGNED
EVT-0010393,ALT-001591,ACKNOWLEDGED,2026-01-12T04:03:00Z,ANL-3002,ASSIGNED,ACKNOWLEDGED
EVT-0010394,ALT-001591,INVESTIGATION_STARTED,2026-01-12T04:05:00Z,ANL-3002,ACKNOWLEDGED,INVESTIGATING
EVT-0010395,ALT-001591,EVIDENCE_ADDED,2026-01-12T04:12:00Z,ANL-3002,INVESTIGATING,INVESTIGATING
EVT-0010396,ALT-001591,CLOSED,2026-01-12T05:58:00Z,ANL-3002,INVESTIGATING,CLOSED
EVT-0010397,ALT-001592,CREATED,2026-01-12T17:44:00Z,ANL-3007,,NEW
EVT-0010398,ALT-001592,ASSIGNED,2026-01-12T17:44:00Z,ANL-3007,NEW,ASSIGNED
EVT-0010399,ALT-001592,ACKNOWLEDGED,2026-01-12T17:45:00Z,ANL-3007,ASSIGNED,ACKNOWLEDGED
EVT-0010400,ALT-001592,INVESTIGATION_STARTED,2026-01-12T17:49:00Z,ANL-3007,ACKNOWLEDGED,INVESTIGATING
EVT-0010401,ALT-001592,EVIDENCE_ADDED,2026-01-12T18:20:00Z,ANL-3007,INVESTIGATING,INVESTIGATING
EVT-0010402,ALT-001592,ESCALATION_REQUESTED,2026-01-12T18:28:00Z,ANL-3007,INVESTIGATING,INVESTIGATING
EVT-0010403,ALT-001592,ESCALATED,2026-01-12T18:28:00Z,ANL-3007,INVESTIGATING,ESCALATED
EVT-0010404,ALT-001592,CLOSED,2026-01-12T18:37:00Z,ANL-3007,ESCALATED,CLOSED
EVT-0010405,ALT-001593,CREATED,2026-01-12T02:26:00Z,ANL-3001,,NEW
EVT-0010406,ALT-001593,ASSIGNED,2026-01-12T02:26:00Z,ANL-3001,NEW,ASSIGNED
EVT-0010407,ALT-001593,ACKNOWLEDGED,2026-01-12T03:25:00Z,ANL-3001,ASSIGNED,ACKNOWLEDGED
EVT-0010408,ALT-001593,INVESTIGATION_STARTED,2026-01-12T03:27:00Z,ANL-3001,ACKNOWLEDGED,INVESTIGATING
EVT-0010409,ALT-001593,EVIDENCE_ADDED,2026-01-12T04:01:00Z,ANL-3001,INVESTIGATING,INVESTIGATING
EVT-0010410,ALT-001593,CLOSED,2026-01-12T10:57:00Z,ANL-3001,INVESTIGATING,CLOSED
EVT-0010411,ALT-001594,CREATED,2026-01-12T15:34:00Z,ANL-3002,,NEW
EVT-0010412,ALT-001594,ASSIGNED,2026-01-12T15:34:00Z,ANL-3002,NEW,ASSIGNED
EVT-0010413,ALT-001594,ACKNOWLEDGED,2026-01-12T16:01:00Z,ANL-3002,ASSIGNED,ACKNOWLEDGED
EVT-0010414,ALT-001594,INVESTIGATION_STARTED,2026-01-12T16:06:00Z,ANL-3002,ACKNOWLEDGED,INVESTIGATING
EVT-0010415,ALT-001594,CLOSED,2026-01-12T16:34:00Z,ANL-3002,INVESTIGATING,CLOSED
EVT-0010416,ALT-001595,CREATED,2026-01-12T04:15:00Z,ANL-3003,,NEW
EVT-0010417,ALT-001595,ASSIGNED,2026-01-12T04:15:00Z,ANL-3003,NEW,ASSIGNED
EVT-0010418,ALT-001595,ACKNOWLEDGED,2026-01-12T04:44:00Z,ANL-3003,ASSIGNED,ACKNOWLEDGED
EVT-0010419,ALT-001595,INVESTIGATION_STARTED,2026-01-12T04:46:00Z,ANL-3003,ACKNOWLEDGED,INVESTIGATING
EVT-0010420,ALT-001595,EVIDENCE_ADDED,2026-01-12T05:12:00Z,ANL-3003,INVESTIGATING,INVESTIGATING
EVT-0010421,ALT-001595,CLOSED,2026-01-12T06:31:00Z,ANL-3003,INVESTIGATING,CLOSED
EVT-0010422,ALT-001596,CREATED,2026-01-12T08:18:00Z,ANL-3008,,NEW
EVT-0010423,ALT-001596,ASSIGNED,2026-01-12T08:18:00Z,ANL-3008,NEW,ASSIGNED
EVT-0010424,ALT-001596,ACKNOWLEDGED,2026-01-12T08:36:00Z,ANL-3008,ASSIGNED,ACKNOWLEDGED
EVT-0010425,ALT-001596,INVESTIGATION_STARTED,2026-01-12T08:41:00Z,ANL-3008,ACKNOWLEDGED,INVESTIGATING
EVT-0010426,ALT-001596,EVIDENCE_ADDED,2026-01-12T09:02:00Z,ANL-3008,INVESTIGATING,INVESTIGATING
EVT-0010427,ALT-001596,CLOSED,2026-01-12T12:25:00Z,ANL-3008,INVESTIGATING,CLOSED
EVT-0010428,ALT-001596,REOPENED,2026-01-13T20:25:00Z,ANL-3008,CLOSED,INVESTIGATING
EVT-0010429,ALT-001596,CLOSED,2026-01-13T21:53:00Z,ANL-3008,INVESTIGATING,CLOSED
EVT-0010430,ALT-001597,CREATED,2026-01-12T21:21:00Z,ANL-3002,,NEW
EVT-0010431,ALT-001597,ASSIGNED,2026-01-12T21:21:00Z,ANL-3002,NEW,ASSIGNED
EVT-0010432,ALT-001597,ACKNOWLEDGED,2026-01-12T21:24:00Z,ANL-3002,ASSIGNED,ACKNOWLEDGED
EVT-0010433,ALT-001597,INVESTIGATION_STARTED,2026-01-12T21:28:00Z,ANL-3002,ACKNOWLEDGED,INVESTIGATING
EVT-0010434,ALT-001597,EVIDENCE_ADDED,2026-01-12T21:56:00Z,ANL-3002,INVESTIGATING,INVESTIGATING
EVT-0010435,ALT-001597,CLOSED,2026-01-13T01:07:00Z,ANL-3002,INVESTIGATING,CLOSED
EVT-0010436,ALT-001598,CREATED,2026-01-12T15:45:00Z,ANL-3008,,NEW
EVT-0010437,ALT-001598,ASSIGNED,2026-01-12T15:45:00Z,ANL-3008,NEW,ASSIGNED
EVT-0010438,ALT-001598,ACKNOWLEDGED,2026-01-12T18:45:00Z,ANL-3008,ASSIGNED,ACKNOWLEDGED
EVT-0010439,ALT-001598,INVESTIGATION_STARTED,2026-01-12T18:50:00Z,ANL-3008,ACKNOWLEDGED,INVESTIGATING
EVT-0010440,ALT-001598,EVIDENCE_ADDED,2026-01-12T19:17:00Z,ANL-3008,INVESTIGATING,INVESTIGATING
EVT-0010441,ALT-001598,CLOSED,2026-01-14T02:50:00Z,ANL-3008,INVESTIGATING,CLOSED
EVT-0010442,ALT-001599,CREATED,2026-01-12T12:31:00Z,ANL-3001,,NEW
EVT-0010443,ALT-001599,ASSIGNED,2026-01-12T12:31:00Z,ANL-3001,NEW,ASSIGNED
EVT-0010444,ALT-001599,ACKNOWLEDGED,2026-01-12T17:31:00Z,ANL-3001,ASSIGNED,ACKNOWLEDGED
EVT-0010445,ALT-001599,INVESTIGATION_STARTED,2026-01-12T17:32:00Z,ANL-3001,ACKNOWLEDGED,INVESTIGATING
EVT-0010446,ALT-001599,EVIDENCE_ADDED,2026-01-12T17:52:00Z,ANL-3001,INVESTIGATING,INVESTIGATING
EVT-0010447,ALT-001599,CLOSED,2026-01-13T09:32:00Z,ANL-3001,INVESTIGATING,CLOSED
EVT-0010448,ALT-001600,CREATED,2026-01-12T13:39:00Z,ANL-3009,,NEW
EVT-0010449,ALT-001600,ASSIGNED,2026-01-12T13:39:00Z,ANL-3009,NEW,ASSIGNED
EVT-0010450,ALT-001600,ACKNOWLEDGED,2026-01-12T14:07:00Z,ANL-3009,ASSIGNED,ACKNOWLEDGED
EVT-0010451,ALT-001600,INVESTIGATION_STARTED,2026-01-12T14:12:00Z,ANL-3009,ACKNOWLEDGED,INVESTIGATING
EVT-0010452,ALT-001600,CLOSED,2026-01-12T14:42:00Z,ANL-3009,INVESTIGATING,CLOSED
EVT-0010453,ALT-001601,CREATED,2026-01-12T11:37:00Z,ANL-3005,,NEW
EVT-0010454,ALT-001601,ASSIGNED,2026-01-12T11:37:00Z,ANL-3005,NEW,ASSIGNED
EVT-0010455,ALT-001601,ACKNOWLEDGED,2026-01-12T12:02:00Z,ANL-3005,ASSIGNED,ACKNOWLEDGED
EVT-0010456,ALT-001601,INVESTIGATION_STARTED,2026-01-12T12:05:00Z,ANL-3005,ACKNOWLEDGED,INVESTIGATING
EVT-0010457,ALT-001601,EVIDENCE_ADDED,2026-01-12T12:29:00Z,ANL-3005,INVESTIGATING,INVESTIGATING
EVT-0010458,ALT-001601,CLOSED,2026-01-12T15:18:00Z,ANL-3005,INVESTIGATING,CLOSED
EVT-0010459,ALT-001602,CREATED,2026-01-12T22:40:00Z,ANL-3005,,NEW
EVT-0010460,ALT-001602,ASSIGNED,2026-01-12T22:40:00Z,ANL-3005,NEW,ASSIGNED
EVT-0010461,ALT-001602,ACKNOWLEDGED,2026-01-12T23:06:00Z,ANL-3005,ASSIGNED,ACKNOWLEDGED
EVT-0010462,ALT-001602,INVESTIGATION_STARTED,2026-01-12T23:07:00Z,ANL-3005,ACKNOWLEDGED,INVESTIGATING
EVT-0010463,ALT-001602,EVIDENCE_ADDED,2026-01-12T23:26:00Z,ANL-3005,INVESTIGATING,INVESTIGATING
EVT-0010464,ALT-001602,CLOSED,2026-01-13T01:08:00Z,ANL-3005,INVESTIGATING,CLOSED
EVT-0010465,ALT-001603,CREATED,2026-01-12T22:57:00Z,ANL-3007,,NEW
EVT-0010466,ALT-001603,ASSIGNED,2026-01-12T22:57:00Z,ANL-3007,NEW,ASSIGNED
EVT-0010467,ALT-001603,ACKNOWLEDGED,2026-01-12T23:14:00Z,ANL-3007,ASSIGNED,ACKNOWLEDGED
EVT-0010468,ALT-001603,INVESTIGATION_STARTED,2026-01-12T23:19:00Z,ANL-3007,ACKNOWLEDGED,INVESTIGATING
EVT-0010469,ALT-001603,EVIDENCE_ADDED,2026-01-12T23:36:00Z,ANL-3007,INVESTIGATING,INVESTIGATING
EVT-0010470,ALT-001603,CLOSED,2026-01-13T06:35:00Z,ANL-3007,INVESTIGATING,CLOSED
EVT-0010471,ALT-001604,CREATED,2026-01-12T22:50:00Z,ANL-3002,,NEW
EVT-0010472,ALT-001604,ASSIGNED,2026-01-12T22:50:00Z,ANL-3002,NEW,ASSIGNED
EVT-0010473,ALT-001604,ACKNOWLEDGED,2026-01-12T23:05:00Z,ANL-3002,ASSIGNED,ACKNOWLEDGED
EVT-0010474,ALT-001604,INVESTIGATION_STARTED,2026-01-12T23:09:00Z,ANL-3002,ACKNOWLEDGED,INVESTIGATING
EVT-0010475,ALT-001604,EVIDENCE_ADDED,2026-01-12T23:33:00Z,ANL-3002,INVESTIGATING,INVESTIGATING
EVT-0010476,ALT-001604,CLOSED,2026-01-13T00:39:00Z,ANL-3002,INVESTIGATING,CLOSED
EVT-0010477,ALT-001605,CREATED,2026-01-12T19:13:00Z,ANL-3001,,NEW
EVT-0010478,ALT-001605,ASSIGNED,2026-01-12T19:13:00Z,ANL-3001,NEW,ASSIGNED
EVT-0010479,ALT-001605,ACKNOWLEDGED,2026-01-12T19:52:00Z,ANL-3001,ASSIGNED,ACKNOWLEDGED
EVT-0010480,ALT-001605,INVESTIGATION_STARTED,2026-01-12T19:55:00Z,ANL-3001,ACKNOWLEDGED,INVESTIGATING
EVT-0010481,ALT-001605,EVIDENCE_ADDED,2026-01-12T20:19:00Z,ANL-3001,INVESTIGATING,INVESTIGATING
EVT-0010482,ALT-001605,CLOSED,2026-01-13T03:45:00Z,ANL-3001,INVESTIGATING,CLOSED
EVT-0010483,ALT-001606,CREATED,2026-01-12T13:22:00Z,ANL-3008,,NEW
EVT-0010484,ALT-001606,ASSIGNED,2026-01-12T13:22:00Z,ANL-3008,NEW,ASSIGNED
EVT-0010485,ALT-001606,ACKNOWLEDGED,2026-01-12T13:35:00Z,ANL-3008,ASSIGNED,ACKNOWLEDGED
EVT-0010486,ALT-001606,INVESTIGATION_STARTED,2026-01-12T13:37:00Z,ANL-3008,ACKNOWLEDGED,INVESTIGATING
EVT-0010487,ALT-001606,EVIDENCE_ADDED,2026-01-12T14:14:00Z,ANL-3008,INVESTIGATING,INVESTIGATING
EVT-0010488,ALT-001606,CLOSED,2026-01-12T16:51:00Z,ANL-3008,INVESTIGATING,CLOSED
EVT-0010489,ALT-001607,CREATED,2026-01-12T15:13:00Z,ANL-3008,,NEW
EVT-0010490,ALT-001607,ASSIGNED,2026-01-12T15:13:00Z,ANL-3008,NEW,ASSIGNED
EVT-0010491,ALT-001607,ACKNOWLEDGED,2026-01-12T15:26:00Z,ANL-3008,ASSIGNED,ACKNOWLEDGED
EVT-0010492,ALT-001607,INVESTIGATION_STARTED,2026-01-12T15:31:00Z,ANL-3008,ACKNOWLEDGED,INVESTIGATING
EVT-0010493,ALT-001607,ESCALATION_REQUESTED,2026-01-12T15:45:00Z,ANL-3008,INVESTIGATING,INVESTIGATING
EVT-0010494,ALT-001607,ESCALATED,2026-01-12T15:45:00Z,ANL-3008,INVESTIGATING,ESCALATED
EVT-0010495,ALT-001607,CLOSED,2026-01-12T15:54:00Z,ANL-3008,ESCALATED,CLOSED
EVT-0010496,ALT-001608,CREATED,2026-01-12T03:15:00Z,ANL-3007,,NEW
EVT-0010497,ALT-001608,ASSIGNED,2026-01-12T03:15:00Z,ANL-3007,NEW,ASSIGNED
EVT-0010498,ALT-001608,ACKNOWLEDGED,2026-01-12T03:16:00Z,ANL-3007,ASSIGNED,ACKNOWLEDGED
EVT-0010499,ALT-001608,INVESTIGATION_STARTED,2026-01-12T03:20:00Z,ANL-3007,ACKNOWLEDGED,INVESTIGATING
EVT-0010500,ALT-001608,EVIDENCE_ADDED,2026-01-12T03:49:00Z,ANL-3007,INVESTIGATING,INVESTIGATING
EVT-0010501,ALT-001608,CLOSED,2026-01-12T06:32:00Z,ANL-3007,INVESTIGATING,CLOSED
EVT-0010502,ALT-001609,CREATED,2026-01-12T14:03:00Z,ANL-3008,,NEW
EVT-0010503,ALT-001609,ASSIGNED,2026-01-12T14:03:00Z,ANL-3008,NEW,ASSIGNED
EVT-0010504,ALT-001609,ACKNOWLEDGED,2026-01-12T17:03:00Z,ANL-3008,ASSIGNED,ACKNOWLEDGED
EVT-0010505,ALT-001609,INVESTIGATION_STARTED,2026-01-12T17:08:00Z,ANL-3008,ACKNOWLEDGED,INVESTIGATING
EVT-0010506,ALT-001609,EVIDENCE_ADDED,2026-01-12T17:40:00Z,ANL-3008,INVESTIGATING,INVESTIGATING
EVT-0010507,ALT-001609,CLOSED,2026-01-13T05:08:00Z,ANL-3008,INVESTIGATING,CLOSED
EVT-0010508,ALT-001610,CREATED,2026-01-12T07:28:00Z,ANL-3009,,NEW
EVT-0010509,ALT-001610,ASSIGNED,2026-01-12T07:28:00Z,ANL-3009,NEW,ASSIGNED
EVT-0010510,ALT-001610,ACKNOWLEDGED,2026-01-12T07:56:00Z,ANL-3009,ASSIGNED,ACKNOWLEDGED
EVT-0010511,ALT-001610,INVESTIGATION_STARTED,2026-01-12T08:00:00Z,ANL-3009,ACKNOWLEDGED,INVESTIGATING
EVT-0010512,ALT-001610,EVIDENCE_ADDED,2026-01-12T08:22:00Z,ANL-3009,INVESTIGATING,INVESTIGATING
EVT-0010513,ALT-001610,CLOSED,2026-01-12T13:21:00Z,ANL-3009,INVESTIGATING,CLOSED
EVT-0010514,ALT-001611,CREATED,2026-01-12T14:53:00Z,ANL-3008,,NEW
EVT-0010515,ALT-001611,ASSIGNED,2026-01-12T14:53:00Z,ANL-3008,NEW,ASSIGNED
EVT-0010516,ALT-001611,ACKNOWLEDGED,2026-01-12T15:28:00Z,ANL-3008,ASSIGNED,ACKNOWLEDGED
